2022-02-22 11:08:20 - train: epoch 0079, iter [01900, 05004], lr: 0.001000, loss: 0.8030
2022-02-22 11:09:02 - train: epoch 0079, iter [02000, 05004], lr: 0.001000, loss: 0.8091
2022-02-22 11:09:44 - train: epoch 0079, iter [02100, 05004], lr: 0.001000, loss: 0.6486
2022-02-22 11:10:26 - train: epoch 0079, iter [02200, 05004], lr: 0.001000, loss: 0.8090
2022-02-22 11:11:08 - train: epoch 0079, iter [02300, 05004], lr: 0.001000, loss: 0.7201
2022-02-22 11:11:50 - train: epoch 0079, iter [02400, 05004], lr: 0.001000, loss: 0.8187
2022-02-22 11:12:32 - train: epoch 0079, iter [02500, 05004], lr: 0.001000, loss: 0.7406
2022-02-22 11:13:15 - train: epoch 0079, iter [02600, 05004], lr: 0.001000, loss: 0.6625
2022-02-22 11:13:57 - train: epoch 0079, iter [02700, 05004], lr: 0.001000, loss: 0.6014
2022-02-22 11:14:39 - train: epoch 0079, iter [02800, 05004], lr: 0.001000, loss: 0.6837
2022-02-22 11:15:21 - train: epoch 0079, iter [02900, 05004], lr: 0.001000, loss: 0.6448
2022-02-22 11:16:03 - train: epoch 0079, iter [03000, 05004], lr: 0.001000, loss: 0.8348
2022-02-22 11:16:45 - train: epoch 0079, iter [03100, 05004], lr: 0.001000, loss: 0.8514
2022-02-22 11:17:27 - train: epoch 0079, iter [03200, 05004], lr: 0.001000, loss: 0.9135
2022-02-22 11:18:09 - train: epoch 0079, iter [03300, 05004], lr: 0.001000, loss: 0.6934
2022-02-22 11:18:51 - train: epoch 0079, iter [03400, 05004], lr: 0.001000, loss: 0.5729
2022-02-22 11:19:33 - train: epoch 0079, iter [03500, 05004], lr: 0.001000, loss: 0.9798
2022-02-22 11:20:15 - train: epoch 0079, iter [03600, 05004], lr: 0.001000, loss: 0.6648
2022-02-22 11:20:56 - train: epoch 0079, iter [03700, 05004], lr: 0.001000, loss: 0.6811
2022-02-22 11:21:38 - train: epoch 0079, iter [03800, 05004], lr: 0.001000, loss: 0.7397
2022-02-22 11:22:20 - train: epoch 0079, iter [03900, 05004], lr: 0.001000, loss: 0.6187
2022-02-22 11:23:02 - train: epoch 0079, iter [04000, 05004], lr: 0.001000, loss: 0.6910
2022-02-22 11:23:44 - train: epoch 0079, iter [04100, 05004], lr: 0.001000, loss: 0.8858
2022-02-22 11:24:26 - train: epoch 0079, iter [04200, 05004], lr: 0.001000, loss: 0.6447
2022-02-22 11:25:08 - train: epoch 0079, iter [04300, 05004], lr: 0.001000, loss: 0.5723
2022-02-22 11:25:50 - train: epoch 0079, iter [04400, 05004], lr: 0.001000, loss: 0.8625
2022-02-22 11:26:32 - train: epoch 0079, iter [04500, 05004], lr: 0.001000, loss: 0.8850
2022-02-22 11:27:15 - train: epoch 0079, iter [04600, 05004], lr: 0.001000, loss: 0.8329
