2022-07-11 22:38:45 - train: epoch 0051, iter [00500, 05004], lr: 0.010000, loss: 1.1268
2022-07-11 22:39:17 - train: epoch 0051, iter [00600, 05004], lr: 0.010000, loss: 1.1111
2022-07-11 22:39:50 - train: epoch 0051, iter [00700, 05004], lr: 0.010000, loss: 0.9319
2022-07-11 22:40:22 - train: epoch 0051, iter [00800, 05004], lr: 0.010000, loss: 1.2431
2022-07-11 22:40:55 - train: epoch 0051, iter [00900, 05004], lr: 0.010000, loss: 1.0037
2022-07-11 22:41:27 - train: epoch 0051, iter [01000, 05004], lr: 0.010000, loss: 1.3543
2022-07-11 22:41:59 - train: epoch 0051, iter [01100, 05004], lr: 0.010000, loss: 1.1502
2022-07-11 22:42:32 - train: epoch 0051, iter [01200, 05004], lr: 0.010000, loss: 0.9641
2022-07-11 22:43:05 - train: epoch 0051, iter [01300, 05004], lr: 0.010000, loss: 0.8673
2022-07-11 22:43:38 - train: epoch 0051, iter [01400, 05004], lr: 0.010000, loss: 0.9822
2022-07-11 22:44:11 - train: epoch 0051, iter [01500, 05004], lr: 0.010000, loss: 1.0725
2022-07-11 22:44:43 - train: epoch 0051, iter [01600, 05004], lr: 0.010000, loss: 1.0432
2022-07-11 22:45:16 - train: epoch 0051, iter [01700, 05004], lr: 0.010000, loss: 1.1746
2022-07-11 22:45:48 - train: epoch 0051, iter [01800, 05004], lr: 0.010000, loss: 1.1763
2022-07-11 22:46:21 - train: epoch 0051, iter [01900, 05004], lr: 0.010000, loss: 0.8803
2022-07-11 22:46:54 - train: epoch 0051, iter [02000, 05004], lr: 0.010000, loss: 1.0158
2022-07-11 22:47:26 - train: epoch 0051, iter [02100, 05004], lr: 0.010000, loss: 1.0790
2022-07-11 22:47:59 - train: epoch 0051, iter [02200, 05004], lr: 0.010000, loss: 1.1085
2022-07-11 22:48:31 - train: epoch 0051, iter [02300, 05004], lr: 0.010000, loss: 1.1175
2022-07-11 22:49:04 - train: epoch 0051, iter [02400, 05004], lr: 0.010000, loss: 1.2478
2022-07-11 22:49:36 - train: epoch 0051, iter [02500, 05004], lr: 0.010000, loss: 1.0418
2022-07-11 22:50:09 - train: epoch 0051, iter [02600, 05004], lr: 0.010000, loss: 1.0300
2022-07-11 22:50:42 - train: epoch 0051, iter [02700, 05004], lr: 0.010000, loss: 1.2035
2022-07-11 22:51:14 - train: epoch 0051, iter [02800, 05004], lr: 0.010000, loss: 1.0449
2022-07-11 22:51:47 - train: epoch 0051, iter [02900, 05004], lr: 0.010000, loss: 1.0581
2022-07-11 22:52:19 - train: epoch 0051, iter [03000, 05004], lr: 0.010000, loss: 1.0962
2022-07-11 22:52:52 - train: epoch 0051, iter [03100, 05004], lr: 0.010000, loss: 1.0379
2022-07-11 22:53:25 - train: epoch 0051, iter [03200, 05004], lr: 0.010000, loss: 1.0812
2022-07-11 22:53:57 - train: epoch 0051, iter [03300, 05004], lr: 0.010000, loss: 1.2137
2022-07-11 22:54:30 - train: epoch 0051, iter [03400, 05004], lr: 0.010000, loss: 1.2727
2022-07-11 22:55:03 - train: epoch 0051, iter [03500, 05004], lr: 0.010000, loss: 1.0454
2022-07-11 22:55:35 - train: epoch 0051, iter [03600, 05004], lr: 0.010000, loss: 1.0798
2022-07-11 22:56:08 - train: epoch 0051, iter [03700, 05004], lr: 0.010000, loss: 1.2408
2022-07-11 22:56:41 - train: epoch 0051, iter [03800, 05004], lr: 0.010000, loss: 1.1180
2022-07-11 22:57:13 - train: epoch 0051, iter [03900, 05004], lr: 0.010000, loss: 1.1558
2022-07-11 22:57:46 - train: epoch 0051, iter [04000, 05004], lr: 0.010000, loss: 1.0569
2022-07-11 22:58:19 - train: epoch 0051, iter [04100, 05004], lr: 0.010000, loss: 1.1312
2022-07-11 22:58:51 - train: epoch 0051, iter [04200, 05004], lr: 0.010000, loss: 1.4345
2022-07-11 22:59:24 - train: epoch 0051, iter [04300, 05004], lr: 0.010000, loss: 1.1184
2022-07-11 22:59:57 - train: epoch 0051, iter [04400, 05004], lr: 0.010000, loss: 1.1117
2022-07-11 23:00:30 - train: epoch 0051, iter [04500, 05004], lr: 0.010000, loss: 0.9910
2022-07-11 23:01:03 - train: epoch 0051, iter [04600, 05004], lr: 0.010000, loss: 1.1843
2022-07-11 23:01:36 - train: epoch 0051, iter [04700, 05004], lr: 0.010000, loss: 1.1919
2022-07-11 23:02:09 - train: epoch 0051, iter [04800, 05004], lr: 0.010000, loss: 1.0679
2022-07-11 23:02:41 - train: epoch 0051, iter [04900, 05004], lr: 0.010000, loss: 1.2311
2022-07-11 23:03:13 - train: epoch 0051, iter [05000, 05004], lr: 0.010000, loss: 1.0245
2022-07-11 23:03:15 - train: epoch 051, train_loss: 1.1214
2022-07-11 23:04:31 - eval: epoch: 051, acc1: 73.170%, acc5: 91.310%, test_loss: 1.0824, per_image_load_time: 2.348ms, per_image_inference_time: 0.591ms
2022-07-11 23:04:31 - until epoch: 051, best_acc1: 73.936%
2022-07-11 23:04:31 - epoch 052 lr: 0.010000
2022-07-11 23:05:11 - train: epoch 0052, iter [00100, 05004], lr: 0.010000, loss: 0.9665
2022-07-11 23:05:43 - train: epoch 0052, iter [00200, 05004], lr: 0.010000, loss: 1.1249
2022-07-11 23:06:16 - train: epoch 0052, iter [00300, 05004], lr: 0.010000, loss: 1.1761
2022-07-11 23:06:48 - train: epoch 0052, iter [00400, 05004], lr: 0.010000, loss: 1.1184
2022-07-11 23:07:21 - train: epoch 0052, iter [00500, 05004], lr: 0.010000, loss: 1.1494
2022-07-11 23:07:54 - train: epoch 0052, iter [00600, 05004], lr: 0.010000, loss: 0.9987
2022-07-11 23:08:26 - train: epoch 0052, iter [00700, 05004], lr: 0.010000, loss: 1.1474
2022-07-11 23:08:59 - train: epoch 0052, iter [00800, 05004], lr: 0.010000, loss: 1.1731
2022-07-11 23:09:32 - train: epoch 0052, iter [00900, 05004], lr: 0.010000, loss: 1.1333
2022-07-11 23:10:04 - train: epoch 0052, iter [01000, 05004], lr: 0.010000, loss: 1.1748
2022-07-11 23:10:37 - train: epoch 0052, iter [01100, 05004], lr: 0.010000, loss: 1.1675
2022-07-11 23:11:10 - train: epoch 0052, iter [01200, 05004], lr: 0.010000, loss: 0.9982
2022-07-11 23:11:42 - train: epoch 0052, iter [01300, 05004], lr: 0.010000, loss: 1.0282
2022-07-11 23:12:15 - train: epoch 0052, iter [01400, 05004], lr: 0.010000, loss: 1.3882
2022-07-11 23:12:47 - train: epoch 0052, iter [01500, 05004], lr: 0.010000, loss: 0.9889
2022-07-11 23:13:20 - train: epoch 0052, iter [01600, 05004], lr: 0.010000, loss: 1.0321
2022-07-11 23:13:53 - train: epoch 0052, iter [01700, 05004], lr: 0.010000, loss: 0.9692
2022-07-11 23:14:25 - train: epoch 0052, iter [01800, 05004], lr: 0.010000, loss: 1.0079
2022-07-11 23:14:58 - train: epoch 0052, iter [01900, 05004], lr: 0.010000, loss: 1.1912
2022-07-11 23:15:31 - train: epoch 0052, iter [02000, 05004], lr: 0.010000, loss: 1.0924
2022-07-11 23:16:03 - train: epoch 0052, iter [02100, 05004], lr: 0.010000, loss: 1.0434
2022-07-11 23:16:36 - train: epoch 0052, iter [02200, 05004], lr: 0.010000, loss: 1.1870
2022-07-11 23:17:08 - train: epoch 0052, iter [02300, 05004], lr: 0.010000, loss: 0.9918
2022-07-11 23:17:41 - train: epoch 0052, iter [02400, 05004], lr: 0.010000, loss: 0.9890
2022-07-11 23:18:13 - train: epoch 0052, iter [02500, 05004], lr: 0.010000, loss: 1.0755
2022-07-11 23:18:46 - train: epoch 0052, iter [02600, 05004], lr: 0.010000, loss: 0.9201
2022-07-11 23:19:18 - train: epoch 0052, iter [02700, 05004], lr: 0.010000, loss: 1.0359
2022-07-11 23:19:51 - train: epoch 0052, iter [02800, 05004], lr: 0.010000, loss: 1.0786
2022-07-11 23:20:24 - train: epoch 0052, iter [02900, 05004], lr: 0.010000, loss: 0.9754
2022-07-11 23:20:56 - train: epoch 0052, iter [03000, 05004], lr: 0.010000, loss: 1.1323
2022-07-11 23:21:29 - train: epoch 0052, iter [03100, 05004], lr: 0.010000, loss: 1.1612
2022-07-11 23:22:01 - train: epoch 0052, iter [03200, 05004], lr: 0.010000, loss: 1.2144
2022-07-11 23:22:34 - train: epoch 0052, iter [03300, 05004], lr: 0.010000, loss: 1.1725
2022-07-11 23:23:06 - train: epoch 0052, iter [03400, 05004], lr: 0.010000, loss: 1.1328
2022-07-11 23:23:39 - train: epoch 0052, iter [03500, 05004], lr: 0.010000, loss: 1.1802
2022-07-11 23:24:11 - train: epoch 0052, iter [03600, 05004], lr: 0.010000, loss: 1.2031
2022-07-11 23:24:44 - train: epoch 0052, iter [03700, 05004], lr: 0.010000, loss: 1.3163
2022-07-11 23:25:17 - train: epoch 0052, iter [03800, 05004], lr: 0.010000, loss: 0.9809
